,size,phrase
es_gsd-ud-train_14072.graphml,21,"El ibéride o Iberis amara, es una especie de planta de flores perteneciente a la familia de las brasicáceas."
es_gsd-ud-train_7453.graphml,22,En 1643 el Conde Felipe de Lippe - Alverdissen fundó la línea de Schaumburg - Lippe de la Casa de Lippe.
es_gsd-ud-train_63.graphml,34,"El miércoles pasado, Carlos Reutemann decidió separarse del Peronismo Federal para asegurar el triunfo del justicialismo en las elecciones para gobernador de Santa Fe del año que viene."
es_gsd-ud-train_6159.graphml,24,"Por su parte, Ryanair se compromete a aumentar las frecuencias hasta 100 vuelos semanales en verano que llegan a 39 en invierno."
es_gsd-ud-train_11654.graphml,34,"La bebé tiene a su papá realmente más que enamorado, ya que desde antes de nacer Luis Fonsi no dejó de decir que estaba feliz y emocionado por conocer a su pequeñita."
es_gsd-ud-train_1886.graphml,37,Al día suguiente al lavarlo nos dimos cuenta que en el parachoques trasero había unas manchas (una especie de gotas) que so se han logrado ir con el paso de los lavados.
es_gsd-ud-train_2275.graphml,20,"La maniobra del Gobierno Nacional nos recuerda a otras del pasado, aquellas ejecutadas por Nestor Kirchner."
es_gsd-ud-train_13034.graphml,26,El E - 1 Tracer fue el primer avión de Alerta Temprana Aérea (AEW) usado por las Fuerzas Armadas de los Estados Unidos.
es_gsd-ud-train_4739.graphml,32,"La empresa canadiense a cargo de los BlackBerry es la que más clientes ha perdido, aunque Microsoft y Palm también habrían registrado una pérdida de usuarios en los últimos meses."
es_gsd-ud-train_5233.graphml,19,"Sin embargo esto no siempre es así, y lo más habitual es tenerlo que solucionar manualmente."
es_gsd-ud-train_220.graphml,28,"De hecho, lo ocurrido con el pacto social propuesto por el gobierno hacia fines del año pasado es un buen ejemplo en relación con esto."
es_gsd-ud-train_10226.graphml,15,Compré el 9 de marzo y sigo a la espera a 5 de abril.
es_gsd-ud-train_3607.graphml,28,"En 1920, tras el Tratado de Versalles, Dánzig recuperó su antigua autonomía, aunque bajo el control de Polonia y de la Sociedad de Naciones."
es_gsd-ud-train_6021.graphml,19,La Asamblea General de las Naciones Unidas celebra el 29 de septiembre el Día Mundial del Corazón.
es_gsd-ud-train_4641.graphml,21,En el año 2000 tenía una población de 6.229 habitantes y una densidad poblacional de 759.6 personas por km².
es_gsd-ud-train_12446.graphml,14,No suelen respetar la señalización y avisos de no fumar en los andenes.
es_gsd-ud-train_1067.graphml,31,"La filmación del videoclip se hizo en Irak mientras la guerra en el país continuaba, lo que generó un ambiente que los críticos y reporteros lo llamaron antinacionalista."
es_gsd-ud-train_4729.graphml,28,"Debido a la actual controversia sobre la República del Alto Karabaj, la ciudad, Ağdam, ha estado bajo control armenio desde julio de 1993."
es_gsd-ud-train_13024.graphml,16,Inició su carrera musical en Málaga en los 90 a la edad de 15 años.
es_gsd-ud-train_5223.graphml,30,El gobierno de México lamentó la promulgación de la medida por considerar que afecta potencialmente los derechos humanos y civiles de los mexicanos que habitan o visitan esa región.
es_gsd-ud-train_14062.graphml,9,Su inauguración está prevista durante el año 2011.
es_gsd-ud-train_348.graphml,19,Hacia el oeste se conecta con las Montañas de Prades que constituyen el límite oriental de la comarca.
es_gsd-ud-train_73.graphml,44,"Al final, Calvin y Rusty, así como los otros novatos, son nombrados hermanos en sus respectivas fraternidades, mientras que Frannie se marcha y crea una nueva fraternidad, llevándose a muchas de las hermanas de ΖΒΖ con ella."
es_gsd-ud-train_7443.graphml,11,El código postal 20800 y el prefijo telefónico +380 4732.
es_gsd-ud-train_11644.graphml,15,"Había nacido así el nuevo reino de Nanyue, con Panyu como su capital;"
es_gsd-ud-train_1896.graphml,36,"El pasaporte debe tener una vigencia de al menos seis meses de validez y es necesario un visado, que se obtiene en los aeropuertos de Egipto (sin fotos) a su llegada."
es_gsd-ud-train_2265.graphml,33,"Ya serian las 2 de la tarde cuando nos dirigíamos hacia Segovia para almorzar, queríamos un buen lugar donde degustar un buen cochinillo asado por ser lo típico del lugar."
es_gsd-ud-train_6149.graphml,12,Desde ese entonces Mark Henry fue incorporado como guardaespaldas de MNM.
es_gsd-ud-train_4651.graphml,28,"La totalidad del su superficie y de sus costas pertenecen al Parque Nacional Los Alerces, y en sus costas no reside población permanente alguna."
es_gsd-ud-train_12456.graphml,19,"Un Tipo 96 se volvió por problemas de motor, dejando 31 bombarderos en la fuerza de ataque."
es_gsd-ud-train_1077.graphml,48,"Por otra parte, hay expectativa de que China compre bonos de la Unión Europea, además de que el Banco Central Europeo comentó que funcionarios monitorean cuidadosamente la inflación, lo cual podría sugerir que el instituto mantendrá su postura de continuar con la restricción monetaria."
es_gsd-ud-train_10236.graphml,21,"Una demanda parecida fue presentada hace un mes contra una compañía rival de Clearspring, Quantcast, por razones similares."
es_gsd-ud-train_3617.graphml,20,"Partido política sigue ser confundido por este problema, y la mayoría de los gobiernos tiende a evitarlo."
es_gsd-ud-train_230.graphml,7,Muy cuidadosa de su apariencia personal.
es_gsd-ud-train_6031.graphml,34,"Su libro Dieta para un pequeño planeta es fundamental para la corriente del vegetarianismo moderno, por la información que contiene sobre la producción de carne y su impacto en el hambre."
es_gsd-ud-train_7206.graphml,15,El catedrático de Veterinaria e investigador confirmó ayer que se presentará a las elecciones.
es_gsd-ud-train_2420.graphml,11,Creada para que funcionara como una Cruz Roja política internacional.
es_gsd-ud-train_11001.graphml,54,"Las FARC agravaron sus acciones violentas en Colombia al matar ayer a dos candidatos a una alcaldía ya tres soldados del Ejército, en un momento en que piden al Gobierno colombiano que facilite el canje y una salida ""civilizada"" al conflicto armado que vive el país."
es_gsd-ud-train_13661.graphml,13,"Más tarde se trituraron, comiéndolos triturados o convertidos en pasta."
es_gsd-ud-train_11998.graphml,23,"El objeto mató al guardia de seguridad que lo inspeccionaba, e hirió a Gomi, que se encontraba muy próximo."
es_gsd-ud-train_5466.graphml,11,El significado del nombre en indio es Sitio Grande.
es_gsd-ud-train_3052.graphml,25,"Su programa incluye sedes en Estambul, Niza y Berlín, y es completado por un viaje de estudio en instituciones europeas y internacionales."
es_gsd-ud-train_9587.graphml,29,"La segunda palabra, evento, aceptada como ceremonia, festival o fiesta no coincidía con la formalidad del desarrollo de los entonces denominados ""programas""."
es_gsd-ud-train_10473.graphml,18,El E3 atrae a decenas de miles de profesionales a experimentar el futuro del entretenimiento interactivo.
es_gsd-ud-train_475.graphml,33,"Jacobo quiere nuevos retos y en la ciudad aragonesa tendría quizás minutos para poder ir subiendo de nivel, ya que el portero de Paraguay Justo Villar le ha quitado el puesto."
es_gsd-ud-train_6674.graphml,39,"El de la derecha estuvo vacío hasta el 10 de diciembre de 1993 en que fueron trasladadas desde Roma las cenizas del arzobispo fray Bartolomé de Carranza, por expreso deseo del cardenal Marcelo González Martín;"
es_gsd-ud-train_2558.graphml,13,"De hecho, algunas de sus obras han sido muy criticadas posteriormente."
es_gsd-ud-train_11179.graphml,34,"La industria local, especialmente la textil, consiguió una gran promoción y la ciudad se convirtió en un centro comercial, al cual acudían mercaderes de todas las partes de Europa."
es_gsd-ud-train_13719.graphml,46,"Se llamaba bacía al recipiente cóncavo y de borde ancho y plano, de metal o de cerámica, con una escotadura semicircular en el borde (para encajarse en el cuello de la persona a la que se iba a afeitar)."
es_gsd-ud-train_4014.graphml,40,"Gracias a él, en cortes como la de Alfonso X, junto con colaboradores árabes, se pudo llevar a cabo la enorme obra de recopilación, traducción y divulgación de todo el saber humano de la época."
es_gsd-ud-train_1632.graphml,44,"Los 27.000 miembros de Carabineros de Chile, bajo el control operacional de los Ministerios de Defensa y El Interior, tienen como responsa451bilidad primaria: el orden público, la seguridad ciudadana, el control de tráfico, y la seguridad fronteriza."
es_gsd-ud-train_12213.graphml,53,"La candidata socialista ha comenzado su intervención recordando la situación de abandono y de déficit actual del municipio y ofreciendo como alternativa ""un programa electoral ajustado al milímetro a las necesidades de nuestros vecinos y una candidatura preparada que está deseando dejarse la piel por este pueblo""."
es_gsd-ud-train_8914.graphml,16,Entregó los materiales para su último libro a FARMS en los últimos meses de 2002.
es_gsd-ud-train_13671.graphml,28,"El primer edil encabezó la representación consistorial junto a otros concejales y trabajadores municipales, quienes llevaron cestas con productos del campo al santo patrón."
es_gsd-ud-train_5476.graphml,18,Mystus gulio es una especie de peces de la familia Bagridae en el orden de los Siluriformes.
es_gsd-ud-train_11988.graphml,21,En julio de 1821 formó parte del Congreso Cisplatino que convalidó la anexión de la Provincia Cisplatina a Portugal.
es_gsd-ud-train_7216.graphml,28,"Luego, a mí ya mi mujer nos sacaron de allí y nos metieron en una ratonera en el barrio Pueyrredón, en una casa de Oropel."
es_gsd-ud-train_2430.graphml,21,"Para el 2006, los ""Langosteros"" se convirtieron en los Petroleros de Poza Rica y dejaron la ciudad."
es_gsd-ud-train_11011.graphml,16,El Carmengate fue un escándalo político chileno que ocurrió el 27 de noviembre de 1988.
es_gsd-ud-train_4004.graphml,18,Pero Egeo se enfrentó a sus hermanos y terminó convirtiéndose en rey de toda el Ática.
es_gsd-ud-train_13709.graphml,25,Esta se hizo la parte del Decapolis y se puso cada vez más competitiva con Petra la más vieja ciudad comercial de Jordania.
es_gsd-ud-train_1622.graphml,9,¿La Iglesia sigue el mensaje de Jesucristo?
es_gsd-ud-train_8904.graphml,23,Sobre la avenida Tláhuac se realiza la mayor parte del tráfico entre la delegación Tláhuac y el centro de la ciudad.
es_gsd-ud-train_12203.graphml,38,"Una de sus biografías más extensas es la de Atilio Cornejo, que sigue la línea tradicional, así como la monumental obra ""Güemes documentado"", de su descendiente Luis Güemes, en 13 tomos."
es_gsd-ud-train_465.graphml,26,"Su primera edición data del año 2000, y a partir de su quinta edición realizada en 2004 adoptó el formato de festival competitivo."
es_gsd-ud-train_3042.graphml,59,"Cuantas más moléculas estén presentes, como en el caso del agua líquida, más enlaces son posibles, debido a que el oxígeno de una molécula de agua tiene dos pares libres de electrones, cada uno de los cuales puede formar un enlace de hidrógeno con átomos de hidrógeno de otras dos moléculas de agua."
es_gsd-ud-train_9597.graphml,20,"Toshizo imagina varias alternativas a lo que sucedería en el encuentro con Kano, incluyéndose a sí mismo."
es_gsd-ud-train_10463.graphml,41,"El objetivo de esta iniciativa es facilitar a los conductores el pago de los peajes sin necesidad de utilizar tarjetas de crédito o dinero en efectivo, además de hacer más corta la espera en estos puntos de las autopistas."
es_gsd-ud-train_2548.graphml,9,Sólo se pusieron a la venta 2500 copias.
es_gsd-ud-train_11169.graphml,11,En el año 2010 tenía una población de 321 habitantes.
es_gsd-ud-train_6664.graphml,50,"En ellas se limitan las obras posibles, esencialmente, a rehabilitaciones, explotaciones acuícolas o marisqueras, actividades socioculturales y deportivas con ""instalaciones mínimas imprescindibles"", - reza el artículo del Plan -, o equipamientos que necesariamente tengan que estar en el medio rural."
es_gsd-ud-train_6879.graphml,21,La primera emisión fue en marzo de 1925 y la última se pudo escuchar el 1 de septiembre de 2000.
es_gsd-ud-train_12587.graphml,30,"Los huevos de Heterakis en el medio ambiente e infectados con Histomonas evolucionan a larvas infectantes, que son ingeridas por lombrices y se enquistan en su cavidad celómica."
es_gsd-ud-train_4780.graphml,18,Las amenazas a la supervivencia de los gorilas incluyen la destrucción de su hábitat y la cacería.
es_gsd-ud-train_8719.graphml,23,"Su cuerpo no fue encontrado, lo que propició el surgimiento de numerosas especulaciones y teorías alternativas contrarias a la versión oficial."
es_gsd-ud-train_9213.graphml,23,Una década ha transcurrido desde que los grupos aficionados de teatro gallegos decidieron unirse bajo una plataforma común que los representase.
es_gsd-ud-train_13914.graphml,32,"Los muebles y los objetos de decoración (cuadros, fuentes, lámparas también) crean un ambiente de paz y de tranquilidad, que me gustaría tener en mi casa."
es_gsd-ud-train_6901.graphml,45,"La visita del Pontífice se enmarca en el año de la Ostensión de la Sábana Santa, evento que no se repetía desde hacía diez años y que ya ha atraído a Turín a cientos de miles de peregrinos de todo el mundo."
es_gsd-ud-train_8661.graphml,42,"Cuando regresa, intenta reunirse con Matt Murdock, tan solo para encontrarle ahora con una ciega llamada Milla Donovan, y que Kingpin está todavía vivo (a pesar de los intentos de Maya por matarlo)."
es_gsd-ud-train_11795.graphml,45,"De regreso en París, Perregaux, viéndose casi arruinado e incapaz de seguir manteniendo la costosa vida de Marie, vendió la mansión y se marchó a Londres aconsejado por el consejero de su familia para poner en orden sus asuntos financieros."
es_gsd-ud-train_1947.graphml,10,La comida está buena y las pizzas son enormes.
es_gsd-ud-train_6098.graphml,24,"Quienes se reglaban por fueros locales, no lo hicieron por los Fueros de Aragón generales en lo que duró la Edad Media."
es_gsd-ud-train_299.graphml,58,"Digámoslo claramente, la insurgencia se ha pronunciado mucho más claramente respecto al tema de la paz que el Estado, como lo demuestra el fragmento que Bermúdez cita de la respuesta de ""Gabino"" a Piedad Córdoba, en la cual no se plantea ni siquiera ""esperar un mejor gobierno""."
es_gsd-ud-train_7592.graphml,24,"Presentó la sección ""La cuarta parte"" en la que también aparecieron ""sus padres"" de ficción, Gregorio y Cayetana."
es_gsd-ud-train_8709.graphml,40,"Un partido con sabor a Copa del Rey, sobre todo viendo que se espera para el mes de Mayo sino surjen más retrasos entre el Sevilla y el Atlético de Madrid, dos equipos venidos a más."
es_gsd-ud-train_13904.graphml,38,"Las avanzadas técnicas forenses mostradas en estos programas aumentaron las expectativas de los jurados y delincuentes en los juicios, especialmente respecto a las pruebas encontradas en las escenas del crimen y por los perfiles genéticos."
es_gsd-ud-train_9203.graphml,17,"Al inicio te dan a escoger entre tener un gato, un perro o un panda."
es_gsd-ud-train_12597.graphml,18,"Los hombres tenían unos ingresos medios de $ 52,625 frente a los $ 33,620 para las mujeres."
es_gsd-ud-train_6869.graphml,52,"En vez de los alegres sones de la libertad y la confianza aparecen ahora los leitmotiven del héroe combinados con el leitmotiv sinuoso del anillo, el del pacto, el del odio de Hagen y la maldición del Nibelungo unida al amor de Brunilda."
es_gsd-ud-train_4790.graphml,21,"En Canadá, el episodio fue lo más visto de la noche, llegando a los 2,4 millones de espectadores;"
es_gsd-ud-train_6088.graphml,39,"La escena narra uno de los episodios más conocidos de la historia del santo, cuando sirviendo en la guardia imperial romana partió su capa con un pobre al que encontró a las puertas de Amiens."
es_gsd-ud-train_8671.graphml,23,Ideal para parejas jóvenes (como nosotros) y familias con niños (tienen un rinconcito dedicado a los más pequeños).
es_gsd-ud-train_11785.graphml,10,En 1988 creó un nuevo equipo patrocinado por Rial.
es_gsd-ud-train_1957.graphml,24,"A lo largo de 2010, la N - 525 está siendo mejorada en la provincia de Zamora a través de diversas actuaciones."
es_gsd-ud-train_289.graphml,41,"Los árboles se ubicarán entre las barandillas, que además de por seguridad, se han colocado para evitar que los coches se aparquen encima de las aceras, uno de los grandes cambios de imagen de la renovada vía."
es_gsd-ud-train_7582.graphml,21,"Contribuciones a la fundamentación de una metafísica volitivotáctil ""(2006) son sus aportaciones más notables a este respecto."
es_gsd-ud-train_6911.graphml,22,"Está estrictamente prohibido insultar a los usuarios, promocionar marcas comerciales o escribir mensajes que inciten a la violencia o discriminación."
es_gsd-ud-train_11921.graphml,21,"El colectivo recibió con satisfacción las noticias sobre la reunión en el Ayuntamiento, pero evitó las muestras de entusiasmo."
es_gsd-ud-train_2499.graphml,50,"Según Aemet, para hoy se prevén cielos nubosos con chubascos dispersos localmente moderados en la mitad norte y probables en la mitad sur y que podrán ser localmente fuertes en el litoral de Castellón, temperaturas sin cambios y vientos flojos variables predominando el este en el litoral."
es_gsd-ud-train_3193.graphml,7,La sepia aun la estoy buscando.
es_gsd-ud-train_9446.graphml,37,El núcleo y el espacio de usuario para todas las plataformas soportadas (que comprenden alrededor de una veintena de diferentes procesadores) se compilan desde un árbol de código central y unificado gestionado con CVS.
es_gsd-ud-train_11859.graphml,28,"En política interior las formaciones fascistas y nazis habían de disolverse, los detenidos por favorecer a los Aliados liberados y los criminales de guerra arrestados."
es_gsd-ud-train_3972.graphml,31,"En 1821, fue elegido por al Rey para ocupar una vacante de Magistrado en propiedad en la Audiencia Territorial de Sevilla, a propuesta del Consejo de Estado."
es_gsd-ud-train_8034.graphml,7,La última palabra la tendrá Cristina.
es_gsd-ud-train_4934.graphml,16,"Una gran joyeria donde encontrar de todo y al mejor precio, lo recomiendo."
es_gsd-ud-train_2489.graphml,10,"Orestes y Neoptólemo lucharon, y este último murió."
es_gsd-ud-train_3183.graphml,22,En el año 2000 tenía una población de 886 habitantes con una densidad de población de una persona por km².
es_gsd-ud-train_9456.graphml,79,"La motivación ideológica está presente (de forma más o menos abierta) en todos los medios, es la motivación definitoria y expresa de la denominada prensa de partido: institución propia del siglo XIX y la primera mitad del siglo XX, y que entró en crisis en la segunda mitad del siglo XX hasta prácticamente convertirse en marginal en casi todos los países, excepto en los regímenes de partido único."
es_gsd-ud-train_11931.graphml,7,Vsévolod asistió con toda su corte.
es_gsd-ud-train_8024.graphml,20,Queda por ver si esta reciente oleada de actividades permitirá que el régimen chino mantenga su posición en Libia.
es_gsd-ud-train_4924.graphml,17,"""Devadip"" significa o quiere significar ""ojo, lámpara o luz de Dios""."
es_gsd-ud-train_11849.graphml,48,El 31 de marzo de 1985 se bendijo la imagen de Nuestro Padre Jesús de la Salud por el entonces director espiritual de la Real e Ilustre Hermandad y Cofradia de Nazarenos de Nuestro Padre Jesús de la Salud y María Santísima de la Esperanza de Vegueta.
es_gsd-ud-train_3962.graphml,60,"Esto, unido a los continuos intentos por denominar al medioextremeño y al bajoextremeño como 'lengua' - el castúo, término acuñado por el poeta de Guareña, Luis Chamizo - hacen todavía más difícil defender la verdadera lengua y más fácil el rechazo de la administración a la normalización y enseñanza del extremeño."
es_gsd-ud-train_9720.graphml,10,Su calidad le permitió sobrevivir hasta los años setenta.
es_gsd-ud-train_7840.graphml,11,Desde 2012 se transmite por el canal TBS Very Funny.
es_gsd-ud-train_1495.graphml,42,"En Manaos, capital del estado de Amazonas, serás testigo del célebre Encuentro de las aguas, donde confluyen las aguas oscuras del Río Negro con las pardas del río Solimões para formar el río Amazonas."
es_gsd-ud-train_9658.graphml,24,"Aboim es una freguesia portuguesa del concelho de Fafe, con 11,68 km² de superficie y 418 habitantes (2001)."
es_gsd-ud-train_12855.graphml,48,"Yo solo he contratado, de momento, en una ocasión mi viaje con cultura viajes y termine realmente satisfecho y contendo con ellos y los servicios que me ofrecierón, todo comodidad y eficacia, mis próximas vacaciones muy seguramente las vuelva a contratar con ellos."
es_gsd-ud-train_8352.graphml,39,"Los porteños pagan el gas mas barato, la luz mas económica y el agua menos cara, totalmente lo opuesto sucede en el interior, cuando es el interior quien paga el saldo del bienestar porteño."
es_gsd-ud-train_2687.graphml,52,"El antropólogo se niega a la proposición, diciendo que no han visto ni la mitad de las imágenes, que son obscenas, inhumanas e impresentables, y que los técnicos se han negado a montarlas porque les horrorizaban y que si las vieran completamente seguro que las desecharían."
es_gsd-ud-train_7938.graphml,10,"Aprendió por su cuenta francés, inglés e italiano."
es_gsd-ud-train_7850.graphml,18,Te explican las cosas para que las entiendas perfectamente y no te vayas a casa con dudas.
es_gsd-ud-train_1485.graphml,21,El lince ibérico sobrevive en Doñana y enclaves como Despeñaperros y está siendo sometido a una fuerte labor de recuperación.
es_gsd-ud-train_9730.graphml,18,"Los hombres tenían unos ingresos medios de $ 34,750 frente a los $ 20,536 para las mujeres."
es_gsd-ud-train_7928.graphml,16,Del total de la población el 2.05 % eran hispanos o latinos de cualquier raza.
es_gsd-ud-train_9648.graphml,20,El 21 de septiembre de 1886 fue nombrado jefe del Regimiento de Caballería de Línea en General Acha.
es_gsd-ud-train_8342.graphml,14,"La comida es bastante mala, aunque la cubren bien con diferentes salsas."
es_gsd-ud-train_12845.graphml,46,"Más tarde (24 de octubre de 1850) fue nombrado alumno pensionado para la Escuela Normal de Filosofía, previa oposición a la que concurrieron noventa y seis aspirantes, de los cuales únicamente cuatro obtuvieron plazas para la sección de Filosofía y Letras."
es_gsd-ud-train_2697.graphml,13,Sus Sobrinos son despistados y buenas personas interpretados por Chelelo y Leonorilda.
es_gsd-ud-train_10081.graphml,24,"He conocido este centro de jardineria, y la verdad es que esta bastante bien, tiene muy buen servicio al cliente."
es_gsd-ud-train_9175.graphml,40,"Desde aquello se ha convertido en el director artístico de la banda, contribuyendo con fotografía, diseño web, portadas, videoclips, diseños visuales para giras y realización de dos películas sobre las giras de la banda."
es_gsd-ud-train_6286.graphml,19,Su población fue estimada en 2005 por el IBGE en 168.165 habitantes y está dividida en seis municipios.
es_gsd-ud-train_5875.graphml,24,Estos artistas organizaron su propia exposición como contrapunto al tipo de arte que se estaba exponiendo en la Exposición Universal de París.
es_gsd-ud-train_10918.graphml,14,Acabo de hablar con el dueño y está a 30 km de Ourense.
es_gsd-ud-train_2833.graphml,31,"Participó en el taller de escritura que el novelista colombiano Gabriel García Márquez animaba cada año en la Escuela Internacional de Cine de San Antonio de los Baños, Cuba."
es_gsd-ud-train_8507.graphml,11,Los dos cantantes han coincidido en diversas obras con posterioridad.
es_gsd-ud-train_866.graphml,19,Las frutas son aquenios comprimidos con dos nervaduras laterales y el vilano ausente o compuesto de pocos cerdas.
es_gsd-ud-train_9994.graphml,31,En 1811 comezó su carrera de profesor como sustituto del catedrático de Retórica y durante el curso 1813-14 sustituyó al titular de la cátedra de Lógica y Metafísica.
es_gsd-ud-train_13293.graphml,37,"En 1922 se le confió la cartera de Justicia, Culto, Instrucción y Beneficencia, y poco después pasó a presidir el Consejo de Ministros, en reemplazo del renunciante Germán Leguía y Martínez."
es_gsd-ud-train_10860.graphml,26,"Es un valor que no suele conocerse, ya que no es muy claro dado que depende de la intensidad solicitada y la temperatura."
es_gsd-ud-train_12799.graphml,20,"La carta de vinos tampoco anda sobrada, y es difícil encontrar una botella de menos de 50 euros."
es_gsd-ud-train_5094.graphml,48,"En el transcurso del viaje de Isaac, los jugadores encontrarán extraños tesoros que cambiarán la forma de Isaac, le darán habilidades y poderes sobrehumanos y que le permitirán luchar contra las hordas de criaturas, descubrir secretos y abrirse camino a su supervivencia."
es_gsd-ud-train_10908.graphml,14,Fue elegido miembro de la United States National Academy of Sciences en 1930.
es_gsd-ud-train_2823.graphml,11,Además tienen muchos animales para que los peques se entretengan.
es_gsd-ud-train_10091.graphml,16,Al final la úlcera se acaba curando en un período de 4 a 6 semanas.
es_gsd-ud-train_9165.graphml,14,Ella estudió también otras formas de baile como jazz y baile de salón.
es_gsd-ud-train_6296.graphml,11,"En 1991, Sampedro fue nombrado Hijo Adoptivo de Guadalajara."
es_gsd-ud-train_5865.graphml,39,"Así, en 1975 su voz llegó a ser oída en escenarios internacionales y cuando un año después su testimonio se plasmó en un libro titulado ""Si me permiten hablar..."" su prestigio trascendió nuestras fronteras."
es_gsd-ud-train_13283.graphml,17,Su uso en castellano está circunscrito fundamentalmente a personas vascoparlantes o próximas al nacionalismo vasco.
es_gsd-ud-train_9984.graphml,11,Los compiladores JIT son un ejemplo de generadores de código.
es_gsd-ud-train_10870.graphml,56,"A continuación y pasando de nuevo por Belzunze donde más personas se sumaron a la columna, las personas asistentes se dirigieron al cementerio del pueblo de Usi, lugar donde reposan los cuerpos de dos hombres asesinados en 1938, en los dias posteriores a la fuga del fuerte de Ezkaba."
es_gsd-ud-train_876.graphml,26,"Generalmente, están formados por diversos paneles de plástico sellados que se unen a dos paneles circulares, uno en cada extremo del balón."
es_gsd-ud-train_5084.graphml,25,"Estos alcaloides harmala no son especialmente psicoactivos por si mismos, aún a altas dosis, cuando vómito y diarrea son el principal efecto."
es_gsd-ud-train_12789.graphml,34,"Las impresiones de restos apropiados y las plantas basadas en fósiles asociados eran incluidas en la base del grupo, incluyendo hojas de ginkgo, conos de Sequoia y matas de equisetos."
es_gsd-ud-train_8517.graphml,11,Los machos suelen ser algo más grandes que las hembras;
es_gsd-ud-train_13389.graphml,22,"En el Censo de 2010 tenía una población de 2712 habitantes y una densidad poblacional de 347,18 personas por km²."
es_gsd-ud-train_4484.graphml,21,Concretamente se dice que los activistas que actuaron estarían próximos al quilmeño hoy con más poder: Aníbal Fernández.
es_gsd-ud-train_2851.graphml,46,"Bats debutó como guardameta de la selección de Francia el 7 de septiembre de 1983 en un encuentro amistoso disputado en la ciudad de Copenhague frente al seleccionado nacional de Dinamarca, en el cual el equipo galo cayó derrotado por 3 a 1."
es_gsd-ud-train_12683.graphml,11,Ella es una pequeña niña super - inteligente pero destructiva.
es_gsd-ud-train_9117.graphml,56,"El núcleo del pueblo está al pie de unas peñas sobre una de las cuáles, el cerro Castillo, se yerguen los vestigios de un castillo - atalaya árabe de vigilancia para dar temprano aviso por medio de señales visuales a la guarnición de Medinaceli de cualquier avistamiento en los valles cercanos."
es_gsd-ud-train_5817.graphml,31,"El joven Balcarce me ha gustado mucho: desnudo de la secatura de carácter de la familia, ha tomado los modales suaves y la susceptibilidad necesaria de sus años."
es_gsd-ud-train_804.graphml,20,Uno de esos cargamentos viaja en un tren capitaneado por el estadounidense Doug Jones y el sargento David McLean.
es_gsd-ud-train_10802.graphml,22,"Estas barreras unieron el Peñón de Ifach con el continente, formando un tómbolo de lo que antiguamente era una isla."
es_gsd-ud-train_2929.graphml,40,"Así, el encuentro terminó antes de lo previsto y deseado, pero dejó un intenso intercambio de golpes y varias subidas a la red, que hicieron las delicias de aquellos que se acercaron hasta el Bilbao Arena."
es_gsd-ud-train_7696.graphml,22,Su logro más importante fue una medalla de bronce en los juegos olímpicos de Roma 1960 con la selección de España.
es_gsd-ud-train_11491.graphml,15,"La canción fue inicialmente titulada ""Girls (Who Run The World)""."
es_gsd-ud-train_8565.graphml,12,"Surge la primera emisora comunitaria, conocida como Innovación 98.3 FM."
es_gsd-ud-train_9107.graphml,27,"Por ello dividió sus tropas, dando al ejército irlandés 200 infantes de apoyo, mientras él y el resto de hombres aseguraban las posiciones."
es_gsd-ud-train_5807.graphml,23,Este quiere seguir en activo en un buen club y el Bayern es uno de ellos por optar por la Liga BBVA.
es_gsd-ud-train_4494.graphml,8,Se conocen dos subespecies de órice beisa:
es_gsd-ud-train_13399.graphml,20,"Su obra es extensísima, incluyendo alrededor de cuarenta libros publicados y centenas de artículos científicos y de divulgación."
es_gsd-ud-train_2841.graphml,29,"En general, las simulaciones por ordenador de la actividad cometaria se realizan con la observación de las áreas activas como puntuales y el núcleo como una esfera."
es_gsd-ud-train_12693.graphml,32,"Una vez expirado su contrato con el Benfica, Adu regresó a la Major League Soccer en agosto de 2011 fichando con el Philadelphia Union el día 12 de ese mes."
es_gsd-ud-train_7686.graphml,25,"Todas ellas pertenecen al grupo de lenguas Eurromanga, que a su vez se engloba en las lenguas del sur de Vanuatu."
es_gsd-ud-train_11481.graphml,21,Hemos recibido un trato excelente y nos han gestionado todos los trámites para montar nuestra empresa en un tiempo récord.
es_gsd-ud-train_8575.graphml,20,"Definitivamente arrebatada a los árabes por Castilla, reinada por Alfonso X ""El Sabio"", en 1282."
es_gsd-ud-train_10812.graphml,25,"Sabía que Switchfoot había estado buscando un teclista, por lo que llamó a Jon y le preguntó si la situación era aún disponible."
es_gsd-ud-train_814.graphml,26,"Así, existe una buena relación entre la esencialidad de un elemento y su abundancia en la corteza terrestre o en el agua de mar."
es_gsd-ud-train_2939.graphml,16,Julio Cossio fue el último líder de la nación negra en la ciudad de Corrientes.
es_gsd-ud-train_7822.graphml,4,Habita en Australia.
es_gsd-ud-train_9742.graphml,27,"En las primeras temporadas el cómico David Verdaguer participó como reportero en algunas secciones, y desde 2009 el guionista Manel Piñero participa como Homo APM."
es_gsd-ud-train_3297.graphml,30,"Tras una reforma educativa en los años 1970, tanto el sueco como el finés se convirtieron en idiomas obligatorios en las escuelas finlandesas como primera y segunda lengua."
es_gsd-ud-train_8248.graphml,11,"Después, acabarían el año con cuatro fechas en Rusia."
